31,APT,Q,1,MCQ,Vikas can cover a distance in 1hr 24min by covering 2/3 of the distance at 4 kmph and the rest at 5kmph.the total distance is?,5km,6km,7km,8km,2,NULL,NULL,NULL
32,APT,Q,2,MCQ,"walking at ? of his usual speed ,a man is late by 2 « hr. the usual time is.",7.1,7.3,7.4,7.5,4,NULL,NULL,NULL
33,APT,Q,3,MCQ,A man covers a distance on scooter .had he moved 3kmph faster he would have taken 40 min less. If he had moved 2kmph slower he would have taken 40min more.the distance is.,40,40.5,41,41.5,1,NULL,NULL,NULL
34,APT,Q,1,MCQ,"Excluding stoppages,the speed of the bus is 54kmph and including stoppages,it is 45kmph.for how many min does the bus stop per hr.",7,8,9,10,4,NULL,NULL,NULL
35,APT,Q,2,MCQ,"Two boys starting from the same place walk at a rate of 5kmph and 5.5kmph respectively.wht time will they take to be 8.5km apart, if they walk in the same direction",12hrs,15hrs,17hrs,20hrs,3,NULL,NULL,NULL
36,APT,Q,3,MCQ,2 trains starting at the same time from 2 stations 200km apart and going in opposite direction cross each other ata distance of 110km from one of the stations.what is the ratio of their speeds.,1320km,1321km,1322km,1323km,1,NULL,NULL,NULL
37,APT,Q,2,MCQ,A thief steals a ca r at 2.30pm and drives it at 60kmph.the theft is discovered at 3pm and the owner sets off in another car at 75kmph when will he overtake the thief,0.666666667,0.708333333,0.75,0.791666667,2,NULL,NULL,NULL
38,APT,Q,3,MCQ,"In covering distance,the speed of A & B are in the ratio of 3:4.A takes 30min more than B to reach the destion.The time taken by A to reach the destinstion is.",1hr,2hr,3hr,4hr,2,NULL,NULL,NULL
39,APT,Q,1,MCQ,The average ages of three persons is 27 years. Their ages are in the proportion of 1:3:5.What is the age in years of the youngest one among them,7,8,9,10,3,NULL,NULL,NULL
40,APT,Q,2,MCQ,The average of 11 numbers is 50. If the average of first 6 numbers is 49 and that of last 6 is 52.Find the 6th number.,52,53,55,56,4,NULL,NULL,NULL
41,APT,Q,3,MCQ,Find L.C.M of 852 and 1491.,5964,5694,5496,4695,1,NULL,NULL,NULL
42,APT,Q,1,MCQ,"The least multiple of 7 which leaves a remainder 4 when divided by 6,9,15 and 18 is",364,365,365,366,1,NULL,NULL,NULL
43,APT,Q,2,MCQ,"Sum of three even consecutive numbers is 48, and then least number is",16,18,20,14,4,NULL,NULL,NULL
44,APT,Q,3,MCQ,"It being given that û 15 = 3.88, the best approximation to û5/3 is",0.43,1.89,1.29,1.63,3,NULL,NULL,NULL
45,APT,Q,1,MCQ,"Of the two-digit numbers (those from 11 to 95, both inclusive) how many have a Second digit greater than the first digit?",37,38,36,35,3,NULL,NULL,NULL
46,APT,Q,2,MCQ,The Value of û24 + 3û64 + 4û28 is,10,11,12,13,3,NULL,NULL,NULL
47,APT,Q,3,MCQ,3 ¬ - 4/5 of 5/6 / 4 1/3 / 1/5 ? ( 3/10 + 21 1/5 ) is equal to,15 «,16 «,17 «,18 «,1,NULL,NULL,NULL
48,APT,Q,1,MCQ,13 sheeps and 9 pigs were bought for Rs. 1291.85.If the average price of a sheep be Rs. 74. What is the average price of a pig.,36.5,36.65,36.7,36.8,2,NULL,NULL,NULL
49,APT,Q,2,MCQ,A batsman in his 18th innings makes a score of 150 runs and there by increasing his Average by 6. Find his average after 18th innings.,40,41,43,42,4,NULL,NULL,NULL
50,APT,Q,3,MCQ,. Find the H.C.F of 777 and 1147.,34,33,37,38,3,NULL,NULL,NULL
51,APT,Q,1,MCQ,The L.C.M of two numbers is 2310 and their H.C.F is 30. If one number is 210 the Other is,330,332,334,336,1,NULL,NULL,NULL
52,APT,Q,2,MCQ,"The average of 50 numbers is 38. If two numbers namely 45 and 55 are discarded, The average of remaining numbers is?",36.5,37.5,37,38,2,NULL,NULL,NULL
53,APT,Q,3,MCQ,"Divide 50 in two parts so that the sum of reciprocals is (1/12), the numbers are","20,30","24,36","28,22","36,14",1,NULL,NULL,NULL
54,APT,Q,1,MCQ,"In a class of 20 students in an examination in Mathematics 2 students scored 100 Marks each, 3 get zero each and the average of the rest was 40. What is the average Of the whole class?",30,50,40,60,3,NULL,NULL,NULL
55,APT,Q,2,MCQ,"The greatest number, which can divide 432, 534 and 398 leaving the same remainder 7 in each, is",15,16,17,18,3,NULL,NULL,NULL
56,APT,Q,3,MCQ,The sum of two numbers is 216 and their H.C.F is 27. The numbers are,27 189,23 167,24 178,23 168,1,NULL,NULL,NULL
57,APT,Q,2,MCQ,"The greatest number of 4 digits which is divisible by each one of the number 12,18,21 and 28 is",9823,9845,9828,9876,3,NULL,NULL,NULL
58,APT,Q,3,MCQ,Four prime numbers are arranged in ascending order according to their magnitude.Product of first three is 385 and the product of last three is 1001. The greatest number is.,11,13,19,17,2,NULL,NULL,NULL
59,APT,Q,4,MCQ,".If 13 = 13w/(1-w), then (2w) 2 =",¬,«,1,2,3,NULL,NULL,NULL
60,APT,Q,1,MCQ,".If a and b are positive integers and (a-b)/3.5 = 4/7, then",b < a,b > a,b = a,b >= a,1,NULL,NULL,NULL
61,APT,Q,2,MCQ,.M men agree to purchase a gift for Rs. D. If three men drop out how much more Will each have to contribute towards the purchase of the gift,D/(M-3),MD/3,M/(D-3),3D/(M2-3M),4,NULL,NULL,NULL
62,APT,Q,3,MCQ,Vikas can cover a distance in 1hr 24min by covering 2/3 of the distance at 4 kmph and the rest at 5kmph.the total distance is?,5km,6km,7km,8km,1,NULL,NULL,NULL
63,APT,Q,1,MCQ,A boy was asked to find the value of 3/8 of a sum of money. Instead of multiplying The sum by 3/8 he divided it by 3/8 and then his answer exceeded by Rs. 55. Find the Correct be x.,7,8,9,10,3,NULL,NULL,NULL
64,APT,Q,2,MCQ,"What is the greatest possible length that can be used to measure exactly the following Lengths 7m, 3m 85cm, 12m 95cm?",34,35,36,37,2,NULL,NULL,NULL
65,APT,Q,3,MCQ,The product of two-digit number is 2160 and their H.C.F is 12. The numbers are,32 50,36 60,33 66,40 80,2,NULL,NULL,NULL
66,APT,Q,1,MCQ,"The least number of 6 digits which it exactly divisible by 12, 15 and 18 is",100082,100078,100080,100090,3,NULL,NULL,NULL
67,APT,Q,2,MCQ,Two third of three fifth of one fourth of a number is 24. What is 40% of that number?,96,72,120,156,1,NULL,NULL,NULL
68,APT,Q,3,MCQ,.In a class composed of x girls and y boys what part of the class is composed of girls,y/(x + y),x/xy,x/(x + y),y/xy,3,NULL,NULL,NULL
69,APT,Q,1,MCQ,".If the operation,^ is defined by the equation x ^ y = 2x + y,what is the value of a in 2 ^ a = a ^ 3",0,1,-1,4,2,NULL,NULL,NULL
70,APT,Q,2,MCQ,". If a boat is moving in upstream with velocity of 14 km/hr and goes downstream with a velocity of 40 km/hr, then what is the speed of the stream?",13 km/hr,26 km/hr,34 km/hr,none of these,1,NULL,NULL,NULL
71,APT,Q,3,MCQ,I drove 60 km at 30 kmph and then an additional 60 km at 50 kmph. Compute my average speed over my 120 km.,40,37.5,25.5,50,2,NULL,NULL,NULL
72,APT,Q,1,MCQ,What is the sum of the first 25 natural odd numbers?,225,125,525,625,4,NULL,NULL,NULL
73,APT,Q,2,MCQ,"Find the nth number in the series is 1, -3, 5, -7",0,(0)*(n-1),(-1)*(2n-1),infinite,3,NULL,NULL,NULL
74,APT,Q,3,MCQ,How many rational numbers are there between 0 & 5,2,3,1,infinite,4,NULL,NULL,NULL
75,APT,Q,1,MCQ,0 < x < 1 which is greater,1/x2,1/x,x,x2,1,NULL,NULL,NULL
76,APT,Q,2,MCQ,"If the wheel of a bicycle makes 560 revolutions in travelling 1.1 km, what is its radius?",31.25 cm,37.75 cm,35.15 cm,11.25 cm,1,NULL,NULL,NULL
77,APT,Q,3,MCQ,"walking at ? of his usual speed ,a man is late by 2 « hr. the usual time is.",7.5,8.5,9.5,10.5,1,NULL,NULL,NULL
78,APT,Q,1,MCQ,The value of ¬ + 1/4.3 + 1/4.32 + 1/4.33 correct to four places of decimals is,0.3706,0.0345,0.3704,0.3456,3,NULL,NULL,NULL
79,APT,Q,2,MCQ,"If 2/3rd of a number is subtracted from 7/3 of the number, the result is 2 more than the number itself. Find the number.",2,3,4,5,2,NULL,NULL,NULL
80,APT,Q,3,MCQ,3.7*3.7+2.3*2.3+2*3.7*2.3 / 4.6*4.6-3.4*3.4,3.75,3.5,3,4,1,NULL,NULL,NULL
81,APT,Q,1,MCQ,Three numbers are in the ratio 3:4:5. The sum of the largest and the smallest equals the Sum of the third and 52. The smallest number is:,36,37,38,39,4,NULL,NULL,NULL
82,APT,Q,2,MCQ,"Of the three numbers, second is twice the first and also thrice the third. If the average of the three numbers is 44, the largest number is (3)",24,36,72,108,3,NULL,NULL,NULL
83,APT,Q,3,MCQ,"The least number of five digits which is exactly divisible by 12, 15 and 18 is",10010,10015,10020,10080,4,NULL,NULL,NULL
84,APT,Q,1,MCQ,Simplify 2/3 / 4/9 of 7 « + 999 494/495 * 99,99999,10000,99000,11111,3,NULL,NULL,NULL
85,APT,Q,2,MCQ,"If a/2 = b/3 = c/5, the value of a+b+c/c is",2,5,42371,42374,1,NULL,NULL,NULL
86,APT,Q,3,MCQ,Simplify: 2 « of ? * « /3/2 + « / 3/2 (2/3 ? « of 2/3) to get,1.625,2.625,1.727272727,3.625,1,NULL,NULL,NULL
87,APT,Q,1,MCQ,If a = 16 and b = then a2+b2+ab/a3-b3 will be,11,42380,121,none,2,NULL,NULL,NULL
88,APT,Q,2,MCQ,"Find the smallest number which when divided by 6,10 and 15 respectively leaves 5 as Remainder in each case?",30,35,40,45,2,NULL,NULL,NULL
89,APT,Q,3,MCQ,"If 1/3rdof a number subtracted from « of that number, then the difference is 10more Than 1/7th of the same number. How much is that number?",415,416,418,420,4,NULL,NULL,NULL
90,APT,Q,1,MCQ,If we multiply a fraction by itself and divide the product by its reciprocal; the fraction Thus obtained is 15 5/8. The original fraction is:,1.5,3.5,2.5,4.5,3,NULL,NULL,NULL
91,APT,Q,2,MCQ,"Find the H.C.F. of 852, 1065 and 1491.",212,213,214,216,2,NULL,NULL,NULL
92,APT,Q,3,MCQ,Find the greatest number which divides 3460 and 9380 leaving as remainder 9 and 13 respectively.,493,494,495,496,1,NULL,NULL,NULL
93,APT,Q,1,MCQ,What is the number of zeros at the end of the product of the numbers from 1 to 100?,120,125,127,128,3,NULL,NULL,NULL
94,APT,Q,2,MCQ,"A fast typist can type some matter in 2 hours and a slow typist can type the same in 3 hours. If both type combinely, in how much time will they finish?",1 hr 12 min,1 hr 8 min,2 hr 20 min,3 hr 6 min,1,NULL,NULL,NULL
95,APT,Q,3,MCQ,"Out of 80 coins, one is counterfeit. What is the minimum number of weighings needed to find out the counterfeit coin?",2,45,4,5,3,NULL,NULL,NULL
96,APT,Q,1,MCQ,"If s(a) denotes square root of a, find the value of s(12+s(12+s(12+ ...... upto infinity.",3,4,5,6,2,NULL,NULL,NULL
97,APT,Q,2,MCQ,The diameter of the driving wheel of a bus is 140cm. How many revolutions per minute must the wheel make in order to keep a speed of 66 kmph?,300,400,250,350,3,NULL,NULL,NULL
98,APT,Q,3,MCQ,"Vivek travelled 1200km by air which formed 2/5 of his trip.One third of the whole trip , he travelled by car and the rest of the journey he performed by train. The distance travelled by train was ?",500km,800km,600km,700km,2,NULL,NULL,NULL
99,APT,Q,1,MCQ,From height of 8 mts a ball fell down and each time it bounces half the distance back. What will be the distance travelled,24,25,26,27,1,NULL,NULL,NULL
100,APT,Q,2,MCQ,"The cost price of 20 articles is the same as the selling price of x articles. If the profit is 25%, then the value of x is:",15,16,18,25,2,NULL,NULL,NULL
101,APT,Q,3,MCQ,"If selling price is doubled, the profit triples. Find the profit percent.",66.66666667,100,105.3333333,120,2,NULL,NULL,NULL
102,APT,Q,1,MCQ,"In a certain store, the profit is 320% of the cost. If the cost increases by 25% but the selling price remains constant, approximately what percentage of the selling price is the profit?",0.3,0.7,1,2.5,2,NULL,NULL,NULL
103,APT,Q,2,MCQ,A vendor bought toffees at 6 for a rupee. How many for a rupee must he sell to gain 20%?,3,4,5,6,3,NULL,NULL,NULL
104,APT,Q,3,MCQ,The percentage profit earned by selling an article for Rs. 1920 is equal to the percentage loss incurred by selling the same article for Rs. 1280. At what price should the article be sold to make 25% profit?,Rs.2000,Rs2200,Rs2400,Data inadequate,1,NULL,NULL,NULL
105,APT,Q,1,MCQ,"A shopkeeper expects a gain of 22.5% on his cost price. If in a week, his sale was of Rs. 392, what was his profit?",Rs18.20,Rs70,Rs72,Rs88.25,3,NULL,NULL,NULL
106,APT,Q,2,MCQ,A man buys a cycle for Rs. 1400 and sells it at a loss of 15%. What is the selling price of the cycle?,Rs1090,Rs1160,Rs1190,Rs1202,3,NULL,NULL,NULL
107,APT,Q,3,MCQ,Sam purchased 20 dozens of toys at the rate of Rs. 375 per dozen. He sold each one of them at the rate of Rs. 33. What was his percentage profit?,3.5,4.5,5.6,6.5,3,NULL,NULL,NULL
108,APT,Q,1,MCQ,Some articles were bought at 6 articles for Rs. 5 and sold at 5 articles for Rs. 6. Gain percent is:,0.3,0.333333333,0.35,0.44,4,NULL,NULL,NULL
109,APT,Q,2,MCQ,"On selling 17 balls at Rs. 720, there is a loss equal to the cost price of 5 balls. The cost price of a ball is:",Rs45,Rs50,Rs55,Rs60,4,NULL,NULL,NULL
110,APT,Q,3,MCQ,"When a plot is sold for Rs. 18,700, the owner loses 15%. At what price must that plot be sold in order to gain 15%?",Rs21000,Rs22500,Rs25300,Rs25800,3,NULL,NULL,NULL
111,APT,Q,1,MCQ,100 oranges are bought at the rate of Rs. 350 and sold at the rate of Rs. 48 per dozen. The percentage of profit or loss is:,14 2/7% gain,15% gain,14 2/7% loss,15% loss,1,NULL,NULL,NULL
112,APT,Q,2,MCQ,A shopkeeper sells one transistor for Rs. 840 at a gain of 20% and another for Rs. 960 at a loss of 4%. His total gain or loss percent is:,5 15/17% loss,5 15/17% gain,6 2/3% gain,None of these,2,NULL,NULL,NULL
113,APT,Q,3,MCQ,A trader mixes 26 kg of rice at Rs. 20 per kg with 30 kg of rice of other variety at Rs. 36 per kg and sells the mixture at Rs. 30 per kg. His profit percent is:,No profit or loss,0.05,0.08,0.1,2,NULL,NULL,NULL
114,APT,Q,1,MCQ,"In the first 10 overs of a cricket game, the run rate was only 3.2. What should be the run rate in the remaining 40 overs to reach the target of 282 runs?",6.25,6.5,6.75,7,1,NULL,NULL,NULL
115,APT,Q,2,MCQ,"A family consists of two grandparents, two parents and three grandchildren. The average age of the grandparents is 67 years, that of the parents is 35 years and that of the grandchildren is 6 years. What is the average age of the family?",28 4/7 yrs,31 5/7 yrs,32 1/7 yrs,None of these,2,NULL,NULL,NULL
116,APT,Q,3,MCQ,"A grocer has a sale of Rs. 6435, Rs. 6927, Rs. 6855, Rs. 7230 and Rs. 6562 for 5 consecutive months. How much sale must he have in the sixth month so that he gets an average sale of Rs. 6500?",Rs4991,Rs5991,Rs6001,Rs6991,1,NULL,NULL,NULL
117,APT,Q,1,MCQ,"The average of 20 numbers is zero. Of them, at the most, how many may be greater than zero?",0,1,10,19,4,NULL,NULL,NULL
118,APT,Q,2,MCQ,The average weight of 8 person's increases by 2.5 kg when a new person comes in place of one of them weighing 65 kg. What might be the weight of the new person?,76 kg,76.5kg,85kg,data inadequate,3,NULL,NULL,NULL
119,APT,Q,3,MCQ,"The captain of a cricket team of 11 members is 26 years old and the wicket keeper is 3 years older. If the ages of these two are excluded, the average age of the remaining players is one year less than the average age of the whole team. What is the average age of the team?",23 yrs,24 yrs,25 yrs,None of these,1,NULL,NULL,NULL
120,APT,Q,1,MCQ,The average monthly income of P and Q is Rs. 5050. The average monthly income of Q and R is Rs. 6250 and the average monthly income of P and R is Rs. 5200. The monthly income of P is,3500,4000,4050,5000,2,NULL,NULL,NULL
121,APT,Q,2,MCQ,"The average age of husband, wife and their child 3 years ago was 27 years and that of wife and the child 5 years ago was 20 years. The present age of the husband is:",35 yrs,40 yrs,50 yrs,none of these,2,NULL,NULL,NULL
122,APT,Q,3,MCQ,"A car owner buys petrol at Rs.7.50, Rs. 8 and Rs. 8.50 per litre for three successive years. What approximately is the average cost per litre of petrol if he spends Rs. 4000 each year?",Rs7.98,Rs8,Rs8.50,Rs9,1,NULL,NULL,NULL
123,APT,Q,1,MCQ,"In Arun's opinion, his weight is greater than 65 kg but less than 72 kg. His brother doest not agree with Arun and he thinks that Arun's weight is greater than 60 kg but less than 70 kg. His mother's view is that his weight cannot be greater than 68 kg. If all are them are correct in their estimation, what is the average of different probable weights of Arun?",67 kg,68 kg,69 kg,none of these,1,NULL,NULL,NULL
124,APT,Q,2,MCQ,"The average weight of A, B and C is 45 kg. If the average weight of A and B be 40 kg and that of B and C be 43 kg, then the weight of B is:",17 kg,20kg,26 kg,31 kg,4,NULL,NULL,NULL
125,APT,Q,3,MCQ,The average weight of 16 boys in a class is 50.25 kg and that of the remaining 8 boys is 45.15 kg. Find the average weights of all the boys in the class.,47.55 kg,48kg,48.55 kg,49.25 kg,3,NULL,NULL,NULL
126,APT,Q,1,MCQ,A library has an average of 510 visitors on Sundays and 240 on other days. The average number of visitors per day in a month of 30 days beginning with a Sunday is:,250,276,280,285,4,NULL,NULL,NULL
127,APT,Q,2,MCQ,"If the average marks of three batches of 55, 60 and 45 students respectively is 50, 55, 60, then the average marks of all the students is:",53.33,54.68,55,none of these,2,NULL,NULL,NULL
128,APT,Q,3,MCQ,A pupil's marks were wrongly entered as 83 instead of 63. Due to that the average marks for the class got increased by half (1/2). The number of pupils in the class is:,10,20,40,73,3,NULL,NULL,NULL
129,APT,Q,1,MCQ,"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done?",564,645,735,756,4,NULL,NULL,NULL
130,APT,Q,2,MCQ,In how many different ways can the letters of the word 'LEADING' be arranged in such a way that the vowels always come together?,360,480,720,5040,3,NULL,NULL,NULL
131,APT,Q,3,MCQ,In how many different ways can the letters of the word 'CORPORATION' be arranged so that the vowels always come together?,810,1440,2880,50400,4,NULL,NULL,NULL
132,APT,Q,1,MCQ,"Out of 7 consonants and 4 vowels, how many words of 3 consonants and 2 vowels can be formed?",210,1050,25200,21400,3,NULL,NULL,NULL
133,APT,Q,2,MCQ,In how many ways can the letters of the word 'LEADER' be arranged?,72,144,360,720,3,NULL,NULL,NULL
134,APT,Q,3,MCQ,"In a group of 6 boys and 4 girls, four children are to be selected. In how many different ways can they be selected such that at least one boy should be there?",159,194,205,209,4,NULL,NULL,NULL
135,APT,Q,1,MCQ,"How many 3-digit numbers can be formed from the digits 2, 3, 5, 6, 7 and 9, which are divisible by 5 and none of the digits is repeated?",5,10,15,20,4,NULL,NULL,NULL
136,APT,Q,2,MCQ,"In how many ways a committee, consisting of 5 men and 6 women can be formed from 8 men and 10 women?",266,5040,11760,86400,3,NULL,NULL,NULL
137,APT,Q,3,MCQ,"A box contains 2 white balls, 3 black balls and 4 red balls. In how many ways can 3 balls be drawn from the box, if at least one black ball is to be included in the draw?",32,48,64,96,3,NULL,NULL,NULL
138,APT,Q,1,MCQ,In how many different ways can the letters of the word 'DETAIL' be arranged in such a way that the vowels occupy only the odd positions?,32,48,36,60,3,NULL,NULL,NULL
139,APT,Q,2,MCQ,In how many ways can a group of 5 men and 2 women be made out of a total of 7 men and 3 women?,63,90,126,45,1,NULL,NULL,NULL
140,APT,Q,3,MCQ,"How many 4-letter words with or without meaning, can be formed out of the letters of the word, 'LOGARITHMS', if repetition of letters is not allowed?",40,400,5040,2520,3,NULL,NULL,NULL
141,APT,Q,1,MCQ,In how many different ways can the letters of the word 'MATHEMATICS' be arranged so that the vowels always come together?,10080,4989600,120960,none of these,3,NULL,NULL,NULL
142,APT,Q,2,MCQ,In how many different ways can the letters of the word 'OPTICAL' be arranged so that the vowels always come together?,120,720,4320,2160,2,NULL,NULL,NULL
143,APT,Q,3,MCQ,Tickets numbered 1 to 20 are mixed up and then a ticket is drawn at random. What is the probability that the ticket drawn has a number which is a multiple of 3 or 5?,42371,42405,42597,42633,4,NULL,NULL,NULL
144,APT,Q,1,MCQ,"A bag contains 2 red, 3 green and 2 blue balls. Two balls are drawn at random. What is the probability that none of the balls drawn is blue?",42664,42695,42407,42497,1,NULL,NULL,NULL
145,APT,Q,2,MCQ,"In a box, there are 8 red, 7 blue and 6 green balls. One ball is picked up randomly. What is the probability that it is neither red nor green?",42372,42433,42570,42603,1,NULL,NULL,NULL
146,APT,Q,3,MCQ,What is the probability of getting a sum 9 from two throws of a dice?,42375,42377,42378,42381,3,NULL,NULL,NULL
147,APT,Q,1,MCQ,Three unbiased coins are tossed. What is the probability of getting at most two heads?,42433,42373,42437,42559,4,NULL,NULL,NULL
148,APT,Q,2,MCQ,Two dice are thrown simultaneously. What is the probability of getting two numbers whose product is even?,42371,42433,42437,42506,2,NULL,NULL,NULL
149,APT,Q,3,MCQ,"In a class, there are 15 boys and 10 girls. Three students are selected at random. The probability that 1 girl and 2 boys are selected, is:",21/46,25/117,18264,42454,1,NULL,NULL,NULL
150,APT,Q,1,MCQ,"In a lottery, there are 10 prizes and 25 blanks. A lottery is drawn at random. What is the probability of getting a prize?",42379,42405,42407,42497,3,NULL,NULL,NULL
151,APT,Q,2,MCQ,"From a pack of 52 cards, two cards are drawn together at random. What is the probability of both the cards being kings?",42384,25/57,35/256,1/221,4,NULL,NULL,NULL
152,APT,Q,3,MCQ,Two dice are tossed. The probability that the total score is a prime number is:,42375,42502,42371,42560,2,NULL,NULL,NULL
153,APT,Q,1,MCQ,A card is drawn from a pack of 52 cards. The probability of getting a queen of club or a king of heart is:,42382,42413,42395,18994,3,NULL,NULL,NULL
154,APT,Q,2,MCQ,"A bag contains 4 white, 5 red and 6 blue balls. Three balls are drawn at random from the bag. The probability that all of them are red, is:",42391,42451,33270,28157,3,NULL,NULL,NULL
155,APT,Q,3,MCQ,"Two cards are drawn together from a pack of 52 cards. The probability that one is a spade and one is a heart, is:",42449,29/34,47/100,13/102,4,NULL,NULL,NULL
156,APT,Q,1,MCQ,"One card is drawn at random from a pack of 52 cards. What is the probability that the card drawn is a face card (Jack, Queen and King only)?",42382,42442,42373,19238,2,NULL,NULL,NULL
157,APT,Q,2,MCQ,A bag contains 6 black and 8 white balls. One ball is drawn at random. What is the probability that the ball drawn is white?,42433,42467,42377,42436,2,NULL,NULL,NULL
158,APT,Q,3,MCQ,A sum of money at simple interest amounts to Rs. 815 in 3 years and to Rs. 854 in 4 years. The sum is:,Rs650,Rs690,Rs698,Rs700,3,NULL,NULL,NULL
159,APT,Q,1,MCQ,"Mr. Thomas invested an amount of Rs. 13,900 divided in two different schemes A and B at the simple interest rate of 14% p.a. and 11% p.a. respectively. If the total amount of simple interest earned in 2 years be Rs. 3508, what was the amount invested in Scheme B?",Rs6400,Rs6500,Rs7200,Rs7500,1,NULL,NULL,NULL
160,APT,Q,2,MCQ,A sum fetched a total simple interest of Rs. 4016.25 at the rate of 9 p.c.p.a. in 5 years. What is the sum?,Rs4462.50,Rs. 8032.50,Rs. 8900,Rs. 8925,4,NULL,NULL,NULL
